#{"t_start": 1525271944.5967844, "env_id": "RockSample"}
r,l,t
297.849354,1009,913.873502
136.894212,845,914.703157
29.679087,521,915.019496
301.898156,947,915.600751
-45.507627,256,915.760604
-56.815551,214,916.20922
-49.652724,233,916.353843
189.426375,949,916.934569
298.887182,1000,917.859128
57.145312,564,918.20581
297.700002,970,918.798007
0.868219,392,919.355598
21.891188,487,919.652056
173.314214,850,920.181173
301.792827,956,921.066166
-74.414939,163,921.168918
168.043541,837,921.67813
-9.45989,340,921.887526
102.894955,681,922.625581
301.002365,964,923.221203
91.888763,662,923.630242
301.399292,957,924.526447
-22.310031,299,924.713988
302.669482,910,925.268779
-3.302045,353,925.794452
184.890745,929,926.361933
-13.216401,328,926.566517
13.154748,432,926.836323
301.891345,952,927.73601
-34.925415,287,927.916712
300.035379,978,928.815818
303.69329,943,929.393136
-16.45149,332,929.59733
-65.348289,317,929.792718
301.708889,952,930.68455
295.666226,1029,931.309373
293.845403,1058,932.260145
133.786354,782,932.741011
50.951421,505,933.051646
20.628009,419,933.618613
153.219168,823,934.120634
303.2611,924,934.991862
-43.300423,276,935.163133
-49.676186,282,935.340049
296.906448,994,935.944192
300.651226,947,936.835657
-22.566363,345,937.045978
59.493642,542,937.384508
298.997012,982,938.289929
-67.864934,172,938.404909
-55.776045,223,938.542957
6.09574,489,938.844953
101.851516,692,939.2715
302.422497,924,940.140075
109.215251,704,940.568986
101.534366,633,941.260561
185.851119,915,941.815677
-77.130046,159,941.918585
-57.704589,194,942.040286
151.966414,791,942.833038
12.352213,429,943.090547
-1.223431,376,943.322604
-12.641779,393,943.566114
16.216076,474,943.856285
303.364229,930,944.730714
9.588042,391,944.967593
303.588434,930,945.535297
